client_id,target,col2,col5,col25,col29,col33,col37,col47,col65,col101,col121,col177,col197,col217,col229,col245,col261,col277,col317,col397,col437,col473,col493,col617,col633,col673,col693,col713,col733,col801,col809,col817,col825,col845,col865,col885,col905,col945,col965,col985,col1005,col1025,col1077,col1097,col1117,col1149,col1165,col1181,col1189,col1193,col1201,col1221,col1253,col1281,col1301,col1341,col1349,col1353,col1357,col1361,col1369,col1373,col1381,col1421,col1441,col1453,col1455,col1487,col1495,col1503,col1511,col1661,col1675,col1682,col1705,col1729,col1753,col1778,col1801,col1823,col1847,col1863,col1895,col1903,col1905,col1910,col1919,col1959,col1999,col2047,col2071,col2143,col2199,col2271,col2295,col2343,col2543,col2567,col2591,col2663
926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6636270.46,22.0,206357.0,36.35,6166266.08,122.0,6166266.08,0.2575486366080661
3224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16558148.82,18.0,409613.0,39.8,,,,0.2562613816564786
3225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5555349.86,15.0,207959.0,28.15,,,,0.2562613816564786
3226,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6844324.02,30.0,144556.0,2.0,,,,0.2562613816564786
3227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8874408.71,17.0,244581.0,35.98,,,,0.2599296443182364
3228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6164686.16,9.0,183964.0,34.95,7182500.0,182.0,7182500.0,0.2601607864718594
1329,0,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4956937.23,10.0,153761.0,30.09,3972937.0,300.0,4370000.0,0.2569190620677391
3230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7243611.69,6.0,185706.0,37.63,6000000.0,362.0,7800000.0,0.2562613816564786
3231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7633343.2,12.0,227365.54,36.1,,,,0.2562613816564786
3232,0,,,,,,,,,,,,,,,,,4.0,19.2,4093126.0,11945.0,55.7386,37.6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,,2.0,,,,2.0,2.0,241148.0,,38.84,6.0,12044946.68,25.0,241148.0,38.84,10306250.0,360.0,10306250.0,0.2583063057396068
1335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3019724.46,28.0,88800.0,35.96,,,,0.2562613816564786
2982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5827743.0,21.0,224472.0,25.0,2800000.0,182.0,5600000.0,0.2562613816564786
513,0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,2.0,50.4,9098868.0,863.0,52.5518,24.4487,,,,,,,,,,1736280.0,520884.0,120.0,30.0,12000000.0,2400000.0,2.0,190990.0,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,4.0,4.0,,4.0,,,,4.0,3.0,164883.0,2.0,47.66,1.67,16026859.41,3.0,164883.0,2.0,6000000.0,360.0,9123985.0,0.2661992809849331
3236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5820184.71,8.0,226334.0,25.29,4660184.0,242.0,4660184.0,0.2562613816564786
3237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10000.0,-1.0,430000.0,2.0,,,,0.2562613816564786
3238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6752018.67,25.0,264656.0,28.27,6076800.0,360.0,6379800.0,0.2562613816564786
522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,3.0,3.0,,3.0,,,,2.0,17.0,258294.0,,40.89,2.73,10891316.14,17.0,258294.0,40.89,9775000.0,360.0,9775000.0,0.2759512297403118
1725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4019961.43,7.0,173100.0,22.69,3000000.0,240.0,3000000.0,0.2562613816564786
92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3640076.03,20.0,92835.4,39.21,,,,0.2562613816564786
3240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4081080.73,16.0,198178.0,21.44,,,,0.2562613816564786
3241,0,,,,,,,,,24.0,0.0454545454545454,,,,,,0.25,0.75,36.0,7331018.0,81.0,69.3444,88.2182,,7190591.0,212345.0,21912.0,36.07,10.0,113515.0,1688083200.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,10.0,199351.0,,36.07,1.02,7354131.27,10.0,199351.0,36.07,6260000.0,120.0,6251000.0,0.2582084737314545
3244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11229503.52,16.0,204197.0,3.0,8838000.0,276.0,11489400.0,0.2570165748042274
3250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,178377.0,,26.01,1.2,4629585.77,10.0,178377.0,26.01,3000000.0,240.0,2600000.0,0.2562613816564786
3251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17143141.77,4.0,323015.0,2.0,,,,0.2562613816564786
3253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26420933.95,23.0,297884.0,4.0,12000000.0,242.0,15600000.0,0.2570165748042274
3254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9698741.73,2.0,334816.0,37.1,,,,0.2562613816564786
3255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13976746.1,23.0,176572.0,3.0,12274200.0,360.0,14500000.0,0.2580477749716894
3256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,4.0,245484.0,2.0,63.65,2.25,15830365.39,12.0,245484.0,2.0,12000000.0,360.0,12000000.0,0.2649481223679168
961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,2.0,,4.0,,,,2.0,5.0,190346.0,,33.16,1.95,7140104.82,5.0,190346.0,33.16,,336.0,6065000.0,0.2585078115133585
3257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8159258.48,30.0,136220.0,3.0,900000.0,120.0,1950000.0,0.2569190620677391
3257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,6.0,8159258.48,30.0,136220.0,3.0,900000.0,120.0,1950000.0,0.2569190620677391
3260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2530776.06,5.0,71100.0,39.44,,,,0.2562613816564786
3261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12364056.93,13.0,161694.0,3.0,10615000.0,240.0,10615000.0,0.2560610222605129
535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,173071.0,,38.03,1.6,6571890.13,10.0,173071.0,38.03,2760000.0,360.0,3000000.0,0.2569190620677391
536,0,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6165371.67,6.0,156497.0,39.46,5200000.0,300.0,5340000.0,0.2562613816564786
3264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3876845.72,16.0,229335.0,35.8,,,,0.2562613816564786
3266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,2.0,6.0,274216.0,,35.7,1.65,10766001.34,6.0,274216.0,35.7,9152000.0,360.0,10067145.0,0.2712103838076215
3267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,3.0,327180.0,3.0,52.1,2.0,17150346.58,13.0,322658.0,2.0,,,,0.2569190620677391
3270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9869176.19,5.0,183661.95,2.0,5300000.0,276.0,4500000.0,0.2562613816564786
541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3797812.15,7.0,160100.0,24.97,,,,0.2562613816564786
3272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8790959.05,9.0,121978.0,3.0,7540000.0,240.0,7540000.0,0.2560610222605129
3273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6317337.56,10.0,235279.0,24.96,4138973.0,240.0,4138973.0,0.2562613816564786
975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4850012.76,6.0,147953.0,32.85,4200000.0,240.0,4200000.0,0.2562613816564786
1754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5310275.29,20.0,200971.0,25.2,3000000.0,120.0,3000000.0,0.2562613816564786
2405,0,,,,,,,,,51.0,0.0588235294117647,,,,,0.5384615384615384,0.9743589743589745,2.0,51.0,10293851.0,10763.0,59.8983,30.2618,0.0666666666666666,7518299.0,191208.0,22223.0,39.32,14.0,118343.0,1696032000.0,11.0,,,,30.0,7483309.0,1122496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,2.0,,,,2.0,,195767.0,,37.14,2.0,8338287.08,,195767.0,37.14,7097305.0,360.0,7086287.08,0.2579406131186461
3274,0,,,,,,,,0.1666666666666666,,,,,,,0.3333333333333333,0.1851851851851851,4.0,84.4,25547880.0,2.0,55.7483,37.6171,0.0769230769230769,26230592.0,310789.0,68664.0,84.4,4.0,97211.0,1672444800.0,9.0,492783.0,147835.0,120.0,10.0,26230592.0,14230592.0,4.0,,3.0,,,,,,,5.4,4.575362329897673,4.5,469405.0,-1.0,0.0337078651685393,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18785542.69,9.0,222696.0,4.0,9000000.0,242.0,9900000.0,0.2735627127501323
3275,0,,,,,,,,0.1121495327102803,9.0,0.0769230769230769,,0.7,,,0.7783783783783784,0.227027027027027,0.8810810810810811,40.71,7865971.0,12956.0,59.8983,30.2618,0.2,8605442.0,242134.0,26454.0,40.92,22.0,120007.0,1711843200.0,16.0,,,,20.0,8605442.0,4329266.0,,1200384.0,20.0,,,,-1.0,0.25,,,,,,,,,16.0,10.82,10.81999969482422,10.82,10.81999969482422,38.54,38.38750076293945,38.38,6613407.0,184124.0,4.0,0.0,,,,,,,,,,,,,,5.0,5.0,,5.0,,,,2.0,13.0,182478.0,,38.54,0.9,7519312.7,13.0,182478.0,38.54,6390000.0,360.0,6389312.0,0.2615640722573387
3276,0,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5391201.88,8.0,148256.0,33.16,4692000.0,300.0,6098562.0,0.2590089512296241
3277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8836820.21,10.0,357000.0,3.0,3000000.0,300.0,5836820.21,0.2582084737314545
3016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4890584.74,11.0,159702.0,40.01,,,,0.2773141144904865
3278,0,,,,,,,,,,,,,,,0.1111111111111111,,,35.31,6646314.0,284.0,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4579513.96,6.0,154166.0,30.07,7800000.0,300.0,7800000.0,0.2582928244299846
2102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,6.0,172183.0,22.69,4420000.0,362.0,3420716.0,0.2562613816564786
2420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11175734.98,22.0,180474.0,2.0,11006209.0,362.0,11006209.0,0.2560610222605129
1380,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3270990.04,24.0,106373.66,30.75,,,,0.2562613816564786
3283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4217646.62,15.0,169432.0,26.51,,,,0.2562613816564786
3285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4503820.24,9.0,169869.0,25.97,4546994.4,338.0,3414000.0,0.2562613816564786
3286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,,,,,3.0,6214431.46,18.0,132753.0,2.0,,,,0.2569190620677391
1387,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9745476.17,18.0,171410.0,2.0,9775475.0,120.0,9775475.0,0.2560610222605129
3289,0,,,,,,,,,,,,,,,,,,,,,54.9978,73.4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,29.0,56.0,2.0,20.0,7000000.0,10500000.0,,,,,,,,,,,,,3.0,8352362.3,24.0,225038.0,35.98,6520000.0,144.0,6520000.0,0.2560610222605129
1389,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9955365.45,10.0,138122.0,3.0,10000000.0,362.0,10000000.0,0.2605712134934156
157,0,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,6.0,252901.34,3.0,35.13,1.4,17494063.99,28.0,2255611.0,3.0,17951701.6,264.0,1077600.0,0.264032319451882
1007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,416244.33,19.0,242774.0,2.0,,,,0.2569190620677391
1011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4439960.91,7.0,161001.0,29.52,,,,0.2562613816564786
3293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,91284.0,,2.2,7.0,7985027.84,8.0,238849.0,34.5,,,,0.2579898811302639
166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4938819.57,7.0,160293.0,34.6,,,,0.2650229155203169
2112,0,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,10.0,199687.0,3.0,50.6,3.0,8923824.85,10.0,199687.0,3.0,5516000.0,242.0,5791800.0,0.2572174233749946
3299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,174776.0,2.0,44.72,1.92,8314206.71,2.0,174776.0,2.0,7106000.0,360.0,7106000.0,0.2610325923528308
170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14778995.74,15.0,295352.0,2.0,,,,0.2572174233749946
1399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9660278.33,11.0,168239.0,2.0,8313000.0,240.0,11024000.0,0.2560610222605129
2116,0,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,10025955.96,27.0,193352.0,2.0,,,,0.2562613816564786
1401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1575479.52,4.0,64728.0,24.34,,,,0.2562613816564786
3302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2562613816564786
2121,0,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,159366.0,,35.28,1.33,5528497.37,6.0,159366.0,35.28,,,,0.2562613816564786
179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9882769.03,2.0,160002.0,2.0,7914854.0,240.0,7914854.0,0.2560610222605129
184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7824911.12,8.0,232170.0,33.72,7904000.0,362.0,7904000.0,0.2567183659523679
3306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9974921.88,8.0,122550.0,3.0,7980000.0,338.0,7980000.0,0.2560610222605129
2124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4242105.02,19.0,168712.0,26.51,,,,0.2562613816564786
185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9763216.44,5.0,185295.0,2.0,6130000.0,240.0,7090000.0,0.2572174233749946
2127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7262288.22,18.0,252811.0,28.9,6898100.0,360.0,6898100.0,0.2560610222605129
3307,0,,,,,,,,,,,,0.875,,,0.0862068965517241,0.4655172413793103,2.0,50.94,9537488.0,13347.0,59.8983,30.2618,0.8888888888888888,9176688.0,250133.0,29319.0,50.94,2.0,113797.0,1688083200.0,23.0,8842700.0,1503259.0,360.0,30.0,8215000.0,794744.0,,1503259.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,249192.0,,22.24,1.1,6503694.99,4.0,246389.0,22.24,5682760.0,360.0,5682760.0,0.2615711794836305
604,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8711447.42,9.0,162762.0,2.0,7743500.0,240.0,10123000.0,0.2560610222605129
2457,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6714943.79,15.0,202254.0,33.67,,,,0.2572174233749946
3034,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6634207.74,4.0,176689.0,37.88,,,,0.2569190620677391
3308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,11.0,276987.0,,36.05,2.0,11371934.74,11.0,276987.0,36.05,10185089.0,360.0,10185000.0,0.2570165748042274
3309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,243616.37,24.0,170769.0,2.0,,,,0.2562613816564786
3038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6606561.0,8.0,235661.0,26.0,5226000.0,240.0,5226000.0,0.2562613816564786
3310,0,,,,,,,,,,,,,,,0.3529411764705882,0.4117647058823529,0.5294117647058824,30.4,8480747.0,11849.0,33.8333,35.8333,,,,,,,,,,7838704.0,1097419.0,360.0,30.0,,,,1097418.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,5.0,2.0,,5.0,,,,5.0,2.0,242365.0,,34.47,4.0,8585114.06,12.0,269272.0,2.0,10400000.0,242.0,10400000.0,0.2570165748042274
